date,date_id,wind,desc,temp,baro,hum,day,month,day_date,year,day_name,Start_hour,End_hour
"Friday 29 January 2010, 12.00 — 18.00",1264766400000.0,18.0,Passing clouds.,29.0,1015.0,59,2010-01-29,1,29,2010,4,12:00,18:00
"Friday 29 January 2010, 18.00 — 00.00",1264788000000.0,9.0,Passing clouds.,26.0,1016.0,76,2010-01-29,1,29,2010,4,18:00,00:00
"Saturday 30 January 2010, 00.00 — 06.00",1264809600000.0,3.0,Haze.,23.0,1015.0,94,2010-01-30,1,30,2010,5,00:00,06:00
"Saturday 30 January 2010, 06.00 — 12.00",1264831200000.0,6.0,Fog.,28.0,1016.0,84,2010-01-30,1,30,2010,5,06:00,12:00
"Saturday 30 January 2010, 12.00 — 18.00",1264852800000.0,20.0,Passing clouds.,30.0,1014.0,54,2010-01-30,1,30,2010,5,12:00,18:00
"Saturday 30 January 2010, 18.00 — 00.00",1264874400000.0,10.0,Passing clouds.,26.0,1016.0,76,2010-01-30,1,30,2010,5,18:00,00:00
"Sunday 31 January 2010, 00.00 — 06.00",1264896000000.0,0.0,Clear.,23.0,1015.0,91,2010-01-31,1,31,2010,6,00:00,06:00
"Sunday 31 January 2010, 06.00 — 12.00",1264917600000.0,7.0,Haze.,29.0,1017.0,75,2010-01-31,1,31,2010,6,06:00,12:00
"Sunday 31 January 2010, 12.00 — 18.00",1264939200000.0,16.0,Passing clouds.,29.0,1014.0,55,2010-01-31,1,31,2010,6,12:00,18:00
"Sunday 31 January 2010, 18.00 — 00.00",1264960800000.0,7.0,Passing clouds.,26.0,1016.0,76,2010-01-31,1,31,2010,6,18:00,00:00
